age,name,party,SIDO_SGG,member_id,gender,image_url
22,홍기원,더불어민주당,경기 평택갑,5MD4184K,남,https://www.assembly.go.kr/static/portal/img/openassm/new/5bc90241361f4d89b8c647297d88f394.jpg
22,김윤,더불어민주당,비례대표,5N65159P,남,https://www.assembly.go.kr/static/portal/img/openassm/new/e7f6c2e0d06240658849cb82b2e5960e.jpg
22,박수현,더불어민주당,충남 공주부여청양,5TQ6306B,남,https://www.assembly.go.kr/static/portal/img/openassm/new/fce62d1303d84cbbb2a7bec9417b91ff.png
22,진선미,더불어민주당,서울 강동갑,68P7228G,여,https://www.assembly.go.kr/static/portal/img/openassm/new/00320d16bed34a619ba08350b4e0de40.jpg
22,박주민,더불어민주당,서울 은평갑,6AU2417B,남,https://www.assembly.go.kr/static/portal/img/openassm/new/4e926bae67ad43a6a87ad68da8d0c0fe.png
22,송언석,국민의힘,경북 김천,6EN68926,남,https://www.assembly.go.kr/static/portal/img/openassm/new/b3c309f7dfd34dd486d7f60acfcd3254.JPG
22,부승찬,더불어민주당,경기 용인병,6I88973D,남,https://www.assembly.go.kr/static/portal/img/openassm/new/cad33fb09aa749e7961c0f67a6c6bbb9.jpg
22,이용우,더불어민주당,인천 서구을,6K79158C,남,https://www.assembly.go.kr/static/portal/img/openassm/new/25f7c40715b44561b1d8662afca0ed64.png
22,박정하,국민의힘,강원 원주갑,6RD62559,남,https://www.assembly.go.kr/static/portal/img/openassm/new/7f00916d90f54cac993195490511242b.jpg
22,박형수,국민의힘,경북 의성청송영덕울진,6U243644,남,https://www.assembly.go.kr/static/portal/img/openassm/new/45a932e98e3545108741802f7193bf09.jpg
22,김현정,더불어민주당,경기 평택병,6VC83722,남,https://www.assembly.go.kr/static/portal/img/openassm/new/ae8a747324af42baac752128baa4b5bf.jpg
22,김태선,더불어민주당,울산 동구,6WK3815W,남,https://www.assembly.go.kr/static/portal/img/openassm/new/dad545c45b274b35bf2e336bee9b68ed.jpg
22,구자근,국민의힘,경북 구미갑,7469929V,남,https://www.assembly.go.kr/static/portal/img/openassm/new/009fb2abbde940579802b3494f132e85.jpg
22,김영호,더불어민주당,서울 서대문을,7BM2933Y,남,https://www.assembly.go.kr/static/portal/img/openassm/new/3567968cbf624c2a93cc299e39bee78f.png
22,김선민,조국혁신당,비례대표,7GW5372Y,여,https://www.assembly.go.kr/static/portal/img/openassm/new/ae483328582e4add9e57312dfdd896a0.jpg
22,박범계,더불어민주당,대전 서구을,7R156073,남,https://www.assembly.go.kr/static/portal/img/openassm/new/7eee4819fa59498b8797a0551bec7056.png
22,성일종,국민의힘,충남 서산태안,7XY7109I,남,https://www.assembly.go.kr/static/portal/img/openassm/new/8ac7d150f3434b12a31e2d441beea36c.jpg
22,이건태,더불어민주당,경기 부천병,7YC6702R,남,https://www.assembly.go.kr/static/portal/img/openassm/new/7355806cdad64eed8888ef6a17886585.jpg
22,김현,더불어민주당,경기 안산을,7YL9580G,여,https://www.assembly.go.kr/static/portal/img/openassm/new/1f184c9b9ef14a2b999ccf0c4fdd7870.jpg
22,서왕진,조국혁신당,비례대표,80C5885Z,남,https://www.assembly.go.kr/static/portal/img/openassm/new/e1f391e91c644541ab6208a90e78daaa.jpg
22,엄태영,국민의힘,충북 제천단양,8348421R,남,https://www.assembly.go.kr/static/portal/img/openassm/new/1c796117e6084fc0b8d6b5ee4e44c077.png
22,김문수,더불어민주당,전남 순천광양곡성구례갑,86R9476S,남,https://www.assembly.go.kr/static/portal/img/openassm/new/01cf2f6720564fc99c3de46ac3d1e95b.jpg
22,김성회,더불어민주당,경기 고양갑,88O1334C,남,https://www.assembly.go.kr/static/portal/img/openassm/new/b263e390ed2a4a4ea6e789d7447c6093.jpg
22,김준형,조국혁신당,비례대표,8A05621B,남,https://www.assembly.go.kr/static/portal/img/openassm/new/7e2d7f243fdf4eaba8fb034549668444.jpg
22,박지원,더불어민주당,전남 해남완도진도,8BF5855P,남,https://www.assembly.go.kr/static/portal/img/openassm/new/d56ba73af8fc481bbad0165c9ed6fbe2.png
22,어기구,더불어민주당,충남 당진,8FB1535Y,남,https://www.assembly.go.kr/static/portal/img/openassm/new/11132cfead5b4e7abbbf2021ab37033c.jpg
22,한민수,더불어민주당,서울 강북을,8JG4358H,남,https://www.assembly.go.kr/static/portal/img/openassm/new/005a3d5dd9ea4299a1d3e4c457395e9a.png
22,이상휘,국민의힘,경북 포항남울릉,8L52480G,남,https://www.assembly.go.kr/static/portal/img/openassm/new/a0d11eb1900441c29295d0e659f43833.jpg
22,김영환,더불어민주당,경기 고양정,8O34202I,남,https://www.assembly.go.kr/static/portal/img/openassm/new/8d40913b87064f63bc8f988579103d76.png
22,강득구,더불어민주당,경기 안양만안,8P37634C,남,https://www.assembly.go.kr/static/portal/img/openassm/new/0410a0c8e24b474cac2fd79c7700ca2f.jpg
22,김병기,더불어민주당,서울 동작갑,8Q88373R,남,https://www.assembly.go.kr/static/portal/img/openassm/new/c159f6cf2cdb4d418aeeb1849066a508.jpg
22,주호영,국민의힘,대구 수성갑,8SV6917G,남,https://www.assembly.go.kr/static/portal/img/openassm/new/18605df0f43547089061fa7f6a63f311.jpg
22,조계원,더불어민주당,전남 여수을,8TU8443O,남,https://www.assembly.go.kr/static/portal/img/openassm/new/7b4eedcf7c2d4b9a8792f7ba5d0103a6.png
